amount,payment_method,failure_reason,customer_success_rate,retry_count,day_of_week,hour_of_day,is_recovered
260.89,NETBANKING,invalid_payment_details,0.8946364435076793,0,6,8,0
294.18,UPI,bank_timeout,0.5302821624764554,2,3,5,0
1452.45,CARD,insufficient_balance,0.8717707764950019,4,1,12,0
129.98,CARD,network_error,0.7335864969064989,0,3,2,1
3018.87,UPI,insufficient_balance,0.7353277965490439,1,3,23,0
936.22,UPI,temporary_bank_error,0.8239181842940589,0,3,14,0
28087.87,NETBANKING,account_issue,0.902127439781976,0,2,13,0
11024.95,UPI,account_issue,0.4288187251914129,1,6,16,0
914.66,UPI,network_error,0.9696953669712587,0,5,8,1
986.01,UPI,insufficient_balance,0.7308658397449023,2,1,2,1
2967.82,CARD,bank_timeout,0.6904018071875342,0,2,3,1
6021.99,CARD,network_error,0.8462939570987924,2,3,5,0
213.14,NETBANKING,insufficient_balance,0.9699484729261846,1,4,18,0
183.76,NETBANKING,network_error,0.39748509997307424,1,2,20,1
588.73,NETBANKING,invalid_payment_details,0.6907570855618675,1,3,18,0
1964.0,UPI,insufficient_balance,0.5345915574767103,1,0,3,0
1802.4,CARD,insufficient_balance,0.40696431744480566,0,6,16,0
3196.37,UPI,invalid_payment_details,0.5762395072093022,1,3,17,0
330.4,UPI,insufficient_balance,0.4676084813040319,0,5,18,0
108.19,CARD,insufficient_balance,0.7551473372602486,1,1,10,1
2586.38,UPI,bank_timeout,0.6392224791528793,0,2,21,0
479.05,NETBANKING,network_error,0.709818672837753,1,6,20,1
145.69,UPI,temporary_bank_error,0.8015345442899571,0,6,19,0
1267.83,CARD,insufficient_balance,0.7112137640009328,2,5,17,0
2424.0,UPI,temporary_bank_error,0.7992336652958436,1,6,20,1
970.63,UPI,insufficient_balance,0.7633797981452344,0,0,5,1
693.78,UPI,network_error,0.7644044204781654,2,4,0,1
935.09,UPI,insufficient_balance,0.707280285753146,0,4,7,0
757.04,UPI,bank_timeout,0.6326749172405272,2,0,6,1
284.85,NETBANKING,invalid_payment_details,0.561018872570703,2,1,11,0
536.64,CARD,insufficient_balance,0.6226085976354917,0,6,2,0
1846.93,UPI,insufficient_balance,0.8516343059491857,1,5,8,0
1512.74,UPI,bank_timeout,0.6895235447190382,2,3,11,0
1297.33,UPI,bank_timeout,0.6740165315543293,0,4,17,1
405.39,UPI,insufficient_balance,0.6403397015485979,1,5,16,0
914.61,CARD,temporary_bank_error,0.8183384795838202,1,1,17,1
124.33,UPI,network_error,0.5871888899087145,2,4,16,0
1310.91,CARD,insufficient_balance,0.8922285020626264,1,5,9,1
4577.27,UPI,temporary_bank_error,0.649641120240689,0,6,22,1
251.1,UPI,insufficient_balance,0.8818266888326252,1,1,13,1
610.37,CARD,invalid_payment_details,0.5367360800399218,1,5,13,0
1524.02,UPI,insufficient_balance,0.8857918378850478,2,3,8,0
3838.52,CARD,insufficient_balance,0.537800659414054,0,6,13,0
700.49,CARD,bank_timeout,0.6189014146539458,1,6,19,0
548.81,CARD,network_error,0.8447076662886213,1,3,4,1
153.1,UPI,network_error,0.7670776443731308,3,2,17,0
1216.14,NETBANKING,insufficient_balance,0.705953258889019,1,6,2,0
8451.3,CARD,insufficient_balance,0.760628944691137,1,2,21,0
1447.16,UPI,network_error,0.6331008498670909,0,6,11,0
1072.47,UPI,invalid_payment_details,0.9376072352677906,1,1,23,0
1513.35,UPI,network_error,0.6410176566014142,4,3,12,1
1084.54,UPI,insufficient_balance,0.8849748872157805,1,0,7,1
486.38,NETBANKING,bank_timeout,0.6559457600512363,2,2,2,0
2498.09,UPI,network_error,0.7109934388887029,1,6,16,1
1374.38,CARD,insufficient_balance,0.8581085701518382,0,1,5,0
1116.12,UPI,bank_timeout,0.7810036423912856,2,5,0,0
413.49,UPI,bank_timeout,0.9666277001714406,1,0,1,0
4038.01,NETBANKING,insufficient_balance,0.6676520340585117,0,0,3,0
2131.76,UPI,network_error,0.8131720490790216,1,5,15,0
630.86,UPI,network_error,0.664445020575296,1,0,16,0
2986.4,NETBANKING,temporary_bank_error,0.8510509424498478,0,4,6,0
666.76,NETBANKING,bank_timeout,0.8031762349951297,2,2,9,1
501.7,CARD,bank_timeout,0.7189692972347239,0,6,16,1
513.01,CARD,insufficient_balance,0.468979900703992,3,6,7,0
186.59,CARD,bank_timeout,0.9377193021862901,1,0,10,1
1757.32,UPI,insufficient_balance,0.5197236823976232,2,1,18,0
175.71,CARD,insufficient_balance,0.7186799606125422,0,6,5,1
321.04,NETBANKING,insufficient_balance,0.6107160274184358,1,1,10,1
137.61,UPI,network_error,0.5262835915549693,0,6,7,1
1006.19,UPI,bank_timeout,0.52631548646761,1,6,20,1
943.58,UPI,account_issue,0.5819491015045002,2,5,16,0
791.0,CARD,bank_timeout,0.2704748095722466,0,2,6,0
386.61,UPI,bank_timeout,0.9415253032882908,2,3,6,0
339.6,CARD,insufficient_balance,0.8556415151573823,1,4,12,0
1744.76,UPI,account_issue,0.9130528848241273,1,2,1,0
632.35,CARD,insufficient_balance,0.4237694968212075,1,1,9,0
1504.71,UPI,bank_timeout,0.5994996553121619,0,1,19,1
452.48,UPI,insufficient_balance,0.9005489134521562,0,0,0,0
1314.3,CARD,account_issue,0.6743176775990911,0,1,3,1
4037.08,UPI,network_error,0.8222001522450779,1,2,0,0
1970.74,UPI,account_issue,0.5486985852571479,4,6,1,0
726.03,UPI,insufficient_balance,0.5959147326976957,0,3,2,0
1418.28,UPI,network_error,0.516525201201608,1,0,4,0
862.07,UPI,network_error,0.7174404467250959,2,6,16,0
1105.31,NETBANKING,insufficient_balance,0.822376706715945,1,6,16,1
791.86,CARD,insufficient_balance,0.27526008250277567,1,5,1,0
930.45,CARD,insufficient_balance,0.9513132102285425,0,3,3,0
1355.73,UPI,network_error,0.7149382607191086,0,2,1,1
406.12,UPI,insufficient_balance,0.9244923857856691,1,0,1,0
397.07,UPI,insufficient_balance,0.7597701104221154,0,2,8,0
273.54,CARD,insufficient_balance,0.7019212411915535,0,1,1,0
221.35,UPI,bank_timeout,0.8640504115623265,2,4,9,1
324.64,CARD,insufficient_balance,0.8548677126467931,0,2,22,0
1286.22,UPI,invalid_payment_details,0.4874538684790165,0,0,15,0
449.09,UPI,insufficient_balance,0.9332949163778184,0,6,8,1
1832.83,UPI,insufficient_balance,0.8391560978178202,0,6,1,0
1135.37,CARD,network_error,0.9004489069646695,1,0,14,1
153.16,UPI,temporary_bank_error,0.7770073954646609,1,4,8,1
2111.12,UPI,invalid_payment_details,0.3666422508609741,2,0,9,0
2467.1,NETBANKING,insufficient_balance,0.6486521067028883,1,3,13,0
405.91,CARD,insufficient_balance,0.6156557308896705,2,0,16,0
1669.35,UPI,bank_timeout,0.6606700483361593,1,3,11,1
465.68,UPI,insufficient_balance,0.4933261025321393,1,2,9,0
1209.15,UPI,bank_timeout,0.7152834621547842,0,3,6,1
309.67,UPI,bank_timeout,0.8650121796888294,1,1,5,0
182.53,CARD,bank_timeout,0.5226279704258759,0,1,15,0
747.84,UPI,temporary_bank_error,0.6553843338822738,0,0,14,0
969.01,CARD,insufficient_balance,0.6232958291409146,2,5,21,0
736.8,UPI,network_error,0.5455580745660844,0,6,5,1
335.62,UPI,bank_timeout,0.6614140383235387,0,3,16,1
735.17,NETBANKING,bank_timeout,0.7913070029687118,1,4,23,0
1435.54,UPI,network_error,0.4728238475799123,0,1,23,1
1048.49,CARD,temporary_bank_error,0.6899359344160552,0,3,22,0
1316.2,CARD,invalid_payment_details,0.886806071298645,1,3,3,0
561.09,UPI,network_error,0.5993139099405483,2,6,13,1
3539.42,UPI,bank_timeout,0.7168614924324604,1,6,14,0
338.26,UPI,bank_timeout,0.8318012172858861,1,6,16,1
1785.69,NETBANKING,account_issue,0.8869285026958428,1,2,17,0
3575.61,UPI,insufficient_balance,0.6411467948637029,0,6,17,0
1773.85,UPI,bank_timeout,0.8938233731623919,3,3,16,1
895.58,UPI,bank_timeout,0.7300111360399962,1,3,4,0
646.58,CARD,network_error,0.8970278940338356,1,6,0,0
3090.5,UPI,insufficient_balance,0.5935671060977369,1,6,2,0
264.28,UPI,network_error,0.5756418945039347,1,6,15,0
415.66,NETBANKING,network_error,0.5753733568644956,0,0,5,0
736.89,UPI,insufficient_balance,0.8057213948527712,4,2,5,0
3780.66,UPI,bank_timeout,0.7267404512383672,0,2,23,1
1603.22,CARD,network_error,0.8617642198119213,2,5,18,1
416.53,CARD,temporary_bank_error,0.7459204836506265,0,3,21,1
804.07,UPI,insufficient_balance,0.7561226764405691,1,5,0,0
593.29,UPI,insufficient_balance,0.7087818285728222,2,1,6,0
539.27,UPI,insufficient_balance,0.9465153989963244,0,2,6,0
2918.69,UPI,temporary_bank_error,0.8733337364379767,1,3,18,1
278.18,CARD,account_issue,0.8126921321762886,1,6,14,0
5479.56,UPI,network_error,0.8150725797497632,2,3,19,0
2510.48,CARD,insufficient_balance,0.8164484818101715,0,1,9,0
3264.5,UPI,bank_timeout,0.8620922155855094,1,4,5,1
690.25,CARD,account_issue,0.7435435859155821,2,4,4,0
943.94,UPI,invalid_payment_details,0.7390907668955151,1,3,20,0
261.61,NETBANKING,insufficient_balance,0.5393092009263992,0,1,6,0
648.94,UPI,temporary_bank_error,0.9003560268565655,0,6,1,1
1796.61,CARD,insufficient_balance,0.5816894402888045,1,2,8,0
4008.06,UPI,insufficient_balance,0.9661240603018465,0,2,2,1
362.43,UPI,invalid_payment_details,0.8724774743842563,2,5,2,0
760.89,CARD,network_error,0.74522082244927,0,4,19,0
942.66,UPI,invalid_payment_details,0.745563665755275,2,1,16,0
271.57,UPI,temporary_bank_error,0.9502202773746462,0,1,0,1
1980.98,CARD,bank_timeout,0.7047861067858131,0,5,15,1
531.66,CARD,insufficient_balance,0.4179031586254758,1,4,15,0
902.0,UPI,network_error,0.49022673938517075,0,4,18,0
697.88,UPI,bank_timeout,0.8347016129272006,3,0,1,0
498.03,UPI,account_issue,0.8425780740103962,3,5,22,0
1088.93,NETBANKING,bank_timeout,0.7735915188682693,1,4,19,1
883.94,UPI,invalid_payment_details,0.8079447542138629,2,5,20,0
756.08,CARD,temporary_bank_error,0.6956598903404777,0,4,17,0
529.29,UPI,account_issue,0.9008311608608549,2,2,11,0
1509.49,UPI,account_issue,0.7584212147025121,0,1,19,0
5730.84,UPI,bank_timeout,0.7385273073969624,3,3,19,1
1261.29,CARD,bank_timeout,0.3182567521713113,1,1,16,0
2969.41,UPI,temporary_bank_error,0.671707919603538,0,2,14,0
273.08,UPI,network_error,0.6015998121359681,1,1,3,0
1284.03,UPI,invalid_payment_details,0.23882985156632405,4,5,15,0
366.0,UPI,bank_timeout,0.6787433419971893,0,0,21,1
250.4,UPI,bank_timeout,0.7877075169094973,2,3,10,0
523.55,UPI,network_error,0.9518000574831809,0,5,20,0
3611.58,CARD,account_issue,0.6938822988588816,1,2,12,0
2835.62,UPI,bank_timeout,0.7319161660119802,0,6,8,0
1398.29,UPI,insufficient_balance,0.5304193111151777,2,6,19,0
236.82,NETBANKING,insufficient_balance,0.5572644960176827,1,6,19,0
901.19,UPI,bank_timeout,0.9372515821262741,0,4,21,1
1482.82,NETBANKING,insufficient_balance,0.7685608514017198,0,2,15,0
1307.06,UPI,bank_timeout,0.8790142679716446,1,1,3,1
173.5,UPI,invalid_payment_details,0.5534116799323313,2,6,1,0
450.2,UPI,temporary_bank_error,0.5808731234130584,0,5,9,1
1028.57,UPI,bank_timeout,0.921546955670951,2,5,17,0
1874.86,UPI,insufficient_balance,0.5313538163322103,2,5,6,0
121.98,UPI,bank_timeout,0.37944740402586624,0,6,12,1
932.51,CARD,network_error,0.6477773302270761,2,6,16,0
1265.28,UPI,insufficient_balance,0.7259593164256104,1,2,6,0
2564.74,UPI,insufficient_balance,0.8018212926926117,0,5,15,0
2192.63,UPI,insufficient_balance,0.5320169060628043,2,6,0,0
1963.67,CARD,bank_timeout,0.7399518600242309,1,6,12,1
492.78,UPI,insufficient_balance,0.4869707611979669,1,0,16,0
162.71,UPI,insufficient_balance,0.9039288147229149,1,1,15,1
740.22,CARD,invalid_payment_details,0.9066061530621085,1,1,14,0
2985.83,NETBANKING,account_issue,0.7528445256019397,1,2,17,0
4418.05,UPI,insufficient_balance,0.7013526945012972,1,1,23,0
2231.77,NETBANKING,insufficient_balance,0.6637516801194723,0,1,3,0
1684.7,UPI,bank_timeout,0.6321359094266549,1,4,22,1
1603.01,NETBANKING,insufficient_balance,0.5027429480518942,0,3,23,0
628.84,CARD,network_error,0.8119959235599241,0,2,3,0
962.89,CARD,insufficient_balance,0.8523769378814268,0,1,13,0
5820.08,CARD,insufficient_balance,0.6520533819828205,1,2,11,0
427.28,UPI,insufficient_balance,0.577469888845469,0,0,5,0
5512.53,UPI,insufficient_balance,0.9355875002907748,1,6,1,0
794.71,UPI,invalid_payment_details,0.7461566417624208,1,0,16,0
4127.52,UPI,account_issue,0.9482103727047272,1,3,20,0
268.59,UPI,temporary_bank_error,0.7013859837631462,0,4,14,0
1970.23,NETBANKING,network_error,0.6906703605226886,0,3,23,0
524.91,UPI,bank_timeout,0.417491332494002,2,3,4,1
266.33,UPI,insufficient_balance,0.6590981924884128,3,2,20,0
1364.49,UPI,network_error,0.6513546812930588,0,2,20,1
3009.33,CARD,temporary_bank_error,0.6222158282796736,1,1,16,0
471.09,UPI,insufficient_balance,0.6458518940358899,1,6,1,0
244.93,UPI,bank_timeout,0.5968436735035221,2,0,3,0
1000.4,CARD,insufficient_balance,0.6067007173318092,0,0,10,0
1004.82,CARD,invalid_payment_details,0.7222702568906059,0,3,16,0
1897.55,CARD,network_error,0.8340511985283969,1,1,21,0
2834.43,CARD,invalid_payment_details,0.562929043410631,1,0,18,0
1033.37,UPI,insufficient_balance,0.6837356980656676,0,2,0,0
7012.88,CARD,temporary_bank_error,0.8115702419111155,1,5,12,1
1372.29,UPI,insufficient_balance,0.35264694667861385,1,0,3,0
775.55,UPI,insufficient_balance,0.7528580946023132,1,4,2,0
218.86,UPI,insufficient_balance,0.4762546066064443,0,1,9,0
843.31,UPI,insufficient_balance,0.8874712891194786,3,5,18,0
783.38,UPI,insufficient_balance,0.8530656929652773,1,1,17,1
2864.95,UPI,bank_timeout,0.6972233791617682,2,6,15,1
1741.47,UPI,account_issue,0.5610787115597081,1,5,15,0
337.18,UPI,invalid_payment_details,0.7276228244871138,0,3,3,0
1302.78,CARD,bank_timeout,0.971173662293233,1,3,1,1
2146.37,UPI,insufficient_balance,0.6886671004588584,3,3,14,0
5054.49,NETBANKING,insufficient_balance,0.5377051391149761,3,3,22,0
2663.79,UPI,bank_timeout,0.404912162440005,0,3,20,1
2346.89,CARD,account_issue,0.6838383053012274,2,0,21,0
1164.55,CARD,network_error,0.625695352168259,2,0,14,1
1616.97,NETBANKING,bank_timeout,0.8835534749714631,1,0,17,1
3825.73,UPI,insufficient_balance,0.8944986369988358,1,5,8,0
289.23,UPI,bank_timeout,0.6861104732407696,1,3,21,1
773.22,UPI,bank_timeout,0.5590760140547303,3,4,10,0
506.45,UPI,bank_timeout,0.7958414792026761,0,4,15,0
1602.23,UPI,insufficient_balance,0.7699454348698005,0,3,16,0
3752.67,CARD,insufficient_balance,0.5299117779781383,2,1,21,0
603.67,UPI,temporary_bank_error,0.5600750358274842,0,6,9,1
100.45,UPI,bank_timeout,0.7785068461916146,0,1,3,1
726.17,UPI,account_issue,0.5312292945341,1,4,22,0
2733.87,UPI,insufficient_balance,0.6899469994104692,1,4,17,0
1877.38,NETBANKING,bank_timeout,0.9002200693364367,1,2,17,1
1682.75,CARD,insufficient_balance,0.6180782236386536,0,3,19,1
828.82,UPI,insufficient_balance,0.8229845819381438,1,2,1,0
305.2,UPI,bank_timeout,0.9108269551629399,0,1,3,1
1835.91,NETBANKING,bank_timeout,0.8557578776590898,0,0,3,0
476.14,UPI,insufficient_balance,0.5606476918964284,1,6,4,0
9740.98,CARD,insufficient_balance,0.650369736818776,1,2,0,1
1940.12,NETBANKING,network_error,0.7026296751868515,2,6,18,1
613.61,UPI,insufficient_balance,0.4029682780558038,1,2,17,1
595.03,UPI,insufficient_balance,0.9705983770644715,0,6,7,0
999.3,UPI,account_issue,0.6996132669692363,2,6,19,0
863.07,NETBANKING,account_issue,0.9179990842862541,0,3,8,0
3350.4,UPI,invalid_payment_details,0.33898000049420424,0,2,15,0
1321.36,UPI,bank_timeout,0.5152168698768859,0,1,14,1
527.62,CARD,insufficient_balance,0.7928072526030584,1,0,5,0
7262.22,CARD,invalid_payment_details,0.7123102778256414,2,4,2,0
1152.06,UPI,insufficient_balance,0.6845264130974505,1,0,20,0
2365.72,UPI,network_error,0.6449841081449855,3,2,18,0
596.91,UPI,insufficient_balance,0.6955712307242021,3,2,5,0
1576.74,UPI,network_error,0.7947036906164912,3,5,11,0
1496.84,UPI,invalid_payment_details,0.7182121741470808,3,5,2,0
165.73,CARD,bank_timeout,0.6550666637224988,0,0,14,1
8227.81,UPI,bank_timeout,0.7526722819655952,0,0,12,0
3986.4,UPI,temporary_bank_error,0.8587143984036044,0,3,2,1
737.16,UPI,insufficient_balance,0.9211160925253961,0,0,6,0
364.21,UPI,insufficient_balance,0.5245292885827183,1,4,19,0
1552.41,CARD,temporary_bank_error,0.9068912512344254,1,5,20,0
1195.95,CARD,network_error,0.6498674531039834,0,2,14,1
1565.04,CARD,bank_timeout,0.849407234972711,0,2,13,1
1328.2,CARD,network_error,0.6458796457945682,1,1,13,0
1819.36,CARD,insufficient_balance,0.723665662890846,0,4,17,0
4662.49,UPI,insufficient_balance,0.5435852366885353,0,6,19,0
1935.47,UPI,insufficient_balance,0.6214277233169783,0,2,1,0
383.89,CARD,insufficient_balance,0.7833838179327012,0,1,13,0
4283.66,UPI,bank_timeout,0.8541357049563395,0,4,4,0
5656.81,UPI,insufficient_balance,0.6266957182055589,4,0,15,0
25643.79,UPI,bank_timeout,0.9169007171846676,1,2,14,0
356.56,UPI,insufficient_balance,0.3093539121784094,3,0,15,0
1398.12,UPI,insufficient_balance,0.6239877349810188,0,3,20,0
136.72,CARD,insufficient_balance,0.9446852377508177,1,1,21,1
1906.74,UPI,bank_timeout,0.8084491700048416,1,5,15,1
633.84,NETBANKING,insufficient_balance,0.8850396121041351,0,3,4,0
7505.91,UPI,bank_timeout,0.8006398962085644,0,0,14,0
505.42,UPI,insufficient_balance,0.5646037241048,2,6,8,0
202.52,UPI,insufficient_balance,0.7073244131760881,2,1,4,0
684.53,UPI,invalid_payment_details,0.6147498534508872,1,4,14,0
152.1,CARD,insufficient_balance,0.7570697368179938,1,0,7,1
2324.13,UPI,temporary_bank_error,0.6130730316862066,1,2,7,1
139.06,UPI,temporary_bank_error,0.8418702886473343,3,2,22,0
1128.29,UPI,network_error,0.8380948234635509,0,4,0,1
137.3,UPI,bank_timeout,0.686010452680295,2,0,3,0
796.08,UPI,account_issue,0.7555437564581768,0,2,10,1
5672.46,UPI,invalid_payment_details,0.5250109863813781,2,0,0,0
1572.86,UPI,account_issue,0.818092420451578,1,4,20,0
462.44,CARD,insufficient_balance,0.5177774538527824,0,0,1,0
1062.94,CARD,insufficient_balance,0.7128506081290258,4,3,0,0
1116.57,UPI,insufficient_balance,0.5517636319309276,1,5,21,0
1759.23,UPI,insufficient_balance,0.8614778985980742,0,5,1,1
279.54,CARD,insufficient_balance,0.6932501489707111,0,2,11,1
1983.4,CARD,bank_timeout,0.5951677487117191,1,4,20,0
73.38,UPI,bank_timeout,0.7597948351660277,1,5,4,1
584.13,UPI,account_issue,0.833931886473441,0,0,6,0
672.99,UPI,insufficient_balance,0.38481688760206445,3,2,3,0
2065.91,UPI,insufficient_balance,0.8971933040668484,2,2,8,1
1121.73,UPI,network_error,0.9717607997215821,2,0,3,1
268.93,UPI,bank_timeout,0.07929467725616669,1,2,3,1
409.53,CARD,network_error,0.9000440919320741,0,2,5,1
1337.66,UPI,insufficient_balance,0.7486951005540565,1,6,7,0
1013.26,UPI,account_issue,0.785151395539929,3,1,6,0
614.54,CARD,network_error,0.256328217858234,1,1,5,0
678.01,CARD,network_error,0.8392635603735767,2,3,3,1
2199.9,UPI,insufficient_balance,0.7226908524637493,1,5,4,0
653.48,UPI,invalid_payment_details,0.7398614854329926,0,6,4,0
1004.16,UPI,insufficient_balance,0.6538939986538239,4,1,0,0
9604.02,UPI,insufficient_balance,0.6837065991554065,0,1,16,0
264.1,UPI,account_issue,0.6931617690639155,2,4,6,1
172.11,UPI,bank_timeout,0.4680712431463698,1,2,21,1
2400.88,UPI,insufficient_balance,0.9251262543162848,1,3,20,0
556.33,CARD,account_issue,0.8922385014531464,0,1,18,0
797.72,UPI,bank_timeout,0.6725279336528792,0,4,12,1
502.12,UPI,account_issue,0.7581269619129669,1,1,23,0
845.73,UPI,account_issue,0.8420045837614756,0,2,10,0
5423.72,CARD,insufficient_balance,0.6598794641441375,1,2,9,0
2445.8,CARD,network_error,0.9333314207703025,4,6,18,0
2597.29,CARD,insufficient_balance,0.9338011503514474,2,3,23,1
266.07,NETBANKING,bank_timeout,0.572331643010514,1,6,8,1
346.83,UPI,insufficient_balance,0.9017329694627738,1,1,18,0
64.13,UPI,bank_timeout,0.7990029147554485,2,4,7,1
488.15,UPI,account_issue,0.774474990403462,2,5,19,0
2854.65,UPI,temporary_bank_error,0.7031383462708356,1,2,16,1
1838.94,UPI,insufficient_balance,0.7935783060619818,1,3,7,0
878.74,UPI,insufficient_balance,0.3841794472251511,0,3,22,1
1072.45,UPI,insufficient_balance,0.9553899507265005,1,0,15,0
550.66,UPI,insufficient_balance,0.6789054315693195,0,2,14,0
1345.82,NETBANKING,bank_timeout,0.7698633068046831,2,3,14,1
2358.73,UPI,temporary_bank_error,0.9065137302661613,2,1,4,0
217.92,UPI,insufficient_balance,0.6774226289522177,5,6,9,0
1479.78,UPI,bank_timeout,0.7959417911841751,3,0,23,1
2786.2,CARD,bank_timeout,0.8488334655465622,2,4,6,1
724.08,CARD,insufficient_balance,0.86533901522883,2,2,16,0
2209.9,UPI,insufficient_balance,0.5201964105923006,0,5,0,0
18299.97,UPI,temporary_bank_error,0.5927381078775956,0,0,7,0
987.97,CARD,insufficient_balance,0.6997126818053646,0,1,12,0
1625.07,UPI,network_error,0.9242314200332507,1,4,12,0
524.24,NETBANKING,insufficient_balance,0.6357162949770613,2,5,18,1
1314.55,UPI,network_error,0.4307344223255055,0,1,11,1
1737.62,UPI,insufficient_balance,0.3387081335567152,0,2,8,0
1332.54,CARD,insufficient_balance,0.5535305757502681,1,5,11,0
395.56,UPI,insufficient_balance,0.8706391236387089,0,3,23,1
1347.98,UPI,insufficient_balance,0.34604784384622417,0,6,17,0
4732.44,UPI,temporary_bank_error,0.9286258035421544,0,0,13,1
1717.52,CARD,bank_timeout,0.7345595822328401,0,6,14,1
2869.77,UPI,account_issue,0.35867473833196534,2,3,3,0
865.22,UPI,temporary_bank_error,0.6573017182412758,0,1,13,0
2321.34,UPI,insufficient_balance,0.576144944064373,1,6,7,0
1449.93,CARD,invalid_payment_details,0.37755518696472934,0,2,12,0
423.73,UPI,account_issue,0.6418796762761129,0,5,4,0
1507.97,UPI,bank_timeout,0.45962478783120797,0,1,19,1
406.79,UPI,invalid_payment_details,0.9553282215784998,0,4,16,0
582.38,CARD,insufficient_balance,0.7342432433666206,4,1,4,0
1325.21,CARD,insufficient_balance,0.8336877783361973,1,1,5,1
1476.23,UPI,insufficient_balance,0.7171371904816372,2,3,21,0
333.88,CARD,invalid_payment_details,0.928136414531243,0,4,4,0
3146.31,UPI,insufficient_balance,0.7472610403881365,2,0,14,0
1943.03,UPI,temporary_bank_error,0.615006679063229,2,4,19,0
542.0,CARD,insufficient_balance,0.9715864393750415,2,2,13,0
235.67,UPI,network_error,0.5565058516837079,1,5,1,1
948.7,CARD,network_error,0.35801117907785296,0,6,8,0
702.09,NETBANKING,temporary_bank_error,0.28173726822811745,1,6,4,1
1228.0,UPI,insufficient_balance,0.8890402868157729,1,5,18,0
762.71,UPI,insufficient_balance,0.8946300898507493,0,1,8,0
147.31,CARD,invalid_payment_details,0.9520030759335052,2,2,16,0
743.71,UPI,temporary_bank_error,0.8152920983454877,0,0,16,1
807.85,UPI,insufficient_balance,0.6951759007732429,0,6,15,0
2066.6,UPI,network_error,0.4870471183925301,0,4,1,1
545.55,UPI,insufficient_balance,0.9623379383191031,0,6,14,1
5876.25,CARD,account_issue,0.6972180759583506,1,3,17,0
162.12,UPI,account_issue,0.845684546428881,0,1,14,0
4069.06,CARD,account_issue,0.7126737622531142,0,6,12,1
876.28,CARD,bank_timeout,0.8351295601590514,1,4,21,0
2590.44,UPI,insufficient_balance,0.9079809053326808,1,6,8,0
1187.73,UPI,bank_timeout,0.8054972095672289,3,1,20,0
3427.39,CARD,account_issue,0.4660833938207022,1,2,10,0
744.44,CARD,temporary_bank_error,0.5618857383452149,2,1,19,0
365.54,UPI,bank_timeout,0.7214493970732474,0,0,20,1
4539.19,UPI,insufficient_balance,0.5891310366552678,0,1,13,0
978.99,UPI,insufficient_balance,0.9019589691989207,1,3,8,0
1368.62,UPI,account_issue,0.7976743267417905,1,4,10,0
3769.7,UPI,bank_timeout,0.48093668585564475,0,0,9,0
390.74,CARD,network_error,0.46894754768407276,1,0,17,1
1989.21,UPI,insufficient_balance,0.8099812824982122,0,1,10,0
607.96,NETBANKING,insufficient_balance,0.8893492750348393,0,6,18,0
960.86,CARD,temporary_bank_error,0.8970562107958343,1,6,1,1
1178.83,UPI,invalid_payment_details,0.47499363376626064,3,1,13,0
244.64,UPI,bank_timeout,0.695767569175757,0,0,14,1
503.29,CARD,bank_timeout,0.3689930473700515,1,3,10,1
4234.72,CARD,temporary_bank_error,0.740368093940413,1,3,0,0
2660.29,NETBANKING,insufficient_balance,0.880354435042105,0,4,22,0
1030.05,UPI,invalid_payment_details,0.9500325023919661,2,1,0,0
1398.46,UPI,insufficient_balance,0.594519635809349,1,4,15,0
817.1,NETBANKING,invalid_payment_details,0.6236960749059969,0,5,3,0
4258.12,UPI,bank_timeout,0.8394445111337028,0,1,18,0
897.53,CARD,bank_timeout,0.8868924892081421,1,1,17,1
1382.77,UPI,account_issue,0.8135604934590217,1,2,10,0
3449.66,CARD,insufficient_balance,0.44105188500556547,1,6,10,0
504.03,UPI,insufficient_balance,0.6775851524015003,0,3,10,0
5212.37,CARD,bank_timeout,0.3825359330521995,2,3,14,0
237.35,UPI,network_error,0.8302710761446573,1,2,23,1
5595.08,NETBANKING,insufficient_balance,0.8546060319342538,0,2,17,0
755.46,UPI,insufficient_balance,0.8394866981458511,1,6,8,0
860.32,UPI,insufficient_balance,0.7799199062864147,1,3,8,0
165.67,UPI,network_error,0.8550286867377672,0,5,20,1
695.9,CARD,temporary_bank_error,0.4364804794198592,2,6,17,0
387.69,UPI,insufficient_balance,0.7882131741906142,1,0,13,0
597.26,UPI,insufficient_balance,0.7522354574950796,0,1,8,1
955.93,UPI,network_error,0.4194114491476206,2,1,13,0
2857.75,UPI,bank_timeout,0.3620784490471187,1,6,19,0
1349.65,UPI,account_issue,0.44370152847087124,0,5,20,0
1491.71,UPI,insufficient_balance,0.24572559971523006,0,6,19,0
366.68,CARD,bank_timeout,0.7665593597780609,2,2,21,1
454.52,UPI,insufficient_balance,0.5411943464715459,0,3,22,0
6625.79,CARD,insufficient_balance,0.8259004540454304,1,3,3,0
525.74,CARD,account_issue,0.3737581358162547,1,2,0,0
5745.71,NETBANKING,account_issue,0.7245293741614752,1,4,22,0
860.01,CARD,insufficient_balance,0.7831154826809748,2,0,16,0
1099.15,UPI,network_error,0.5253026692037043,2,4,17,0
3198.27,CARD,insufficient_balance,0.8867168144113085,2,2,17,0
3912.35,UPI,account_issue,0.6220362383665015,2,5,18,0
981.6,UPI,insufficient_balance,0.37621611187812243,1,1,21,0
